,title,author,publisher,category,language,score,ebookPrice,audiobookPrice,paperPrice,popularity
244,Zniknięcie Annie Thorne,C. J. Tudor,Czarna Owca,Kryminał,polski,"3,8","34,99",,"39,99",13
245,Niewinna żona,Amy Lloyd,Czarna Owca,Kryminał,polski,"3,5","31,99",,"36,99",
246,Kameleon 2,Victor Gorsky,Rozpisani.pl,Kryminał,polski,"0,0",,,"39,90",
247,Pierwszy glina,Sawicki Andrzej W.,Literate,Kryminał,polski,"0,0",,,"39,99",
248,Parabellum Tom 3,Remigiusz Mróz,Czwarta Strona,Kryminał,polski,"0,0",,,"39,90",
249,Parabellum Tom 2,Remigiusz Mróz,Czwarta Strona,Kryminał,polski,"0,0",,,"36,90",
250,Parabellum Tom 1,Remigiusz Mróz,Czwarta Strona,Kryminał,polski,"0,0",,,"36,90",
251,"Rzeczy, które robisz we Lwowie, będąc martwym",Tomasz Nowakowski,Novae Res,Kryminał,polski,"3,6","27,00",,"31,99",
252,Leona Cena człowieka,Jenny Rogneby,Marginesy,Kryminał,polski,"0,0",,,"39,90",
253,Milczenie lodu,Jonasson Ragnar,Amber,Kryminał,Mroczna wyspa lodu,"3,7","25,44",,"9,99",11
254,Krew z mojej krwi,de Giovanni Maurizio,Noir Sur Blanc,Kryminał,polski,"0,0",,,"38,00",
255,Znikająca ziemia,Julia Phillips,Wydawnictwo Literackie/Oficyna Literacka Noir sur Blanc,Obyczajowe i romanse,polski,"4,0","29,90",,"39,90",
256,Ale z naszymi umarłymi,Jacek Dehnel,Wydawnictwo Literackie/Oficyna Literacka Noir sur Blanc,Obyczajowe i romanse,polski,"4,0","29,90","32,90","39,90",13
257,Gromił,Jaroslaw Rybski,Vis-a-vis / Etiuda,Kryminał,polski,"0,0",,,"36,90",
258,Top dogg,Jens Lapidus,Marginesy,Kryminał,Teddy i Emelie,"4,4","35,90",,"44,90",
259,Harry Bosch 4 Ostatni kojot,Michael Connelly,Sonia Draga,Kryminał,polski,"0,0",,,"39,90",
260,Pod powierzchnią,Peter Robinson,Sonia Draga,"Sensacja, thriller, horror",Inspektor Banks,"3,9","33,50","39,90","39,90",
261,Towar John Puller Tom 2,David Baldacci,Dolnośląskie,Kryminał,polski,"0,0",,,"39,90",
262,Dzień zero John Puller Tom 1,David Baldacci,Dolnośląskie,Kryminał,polski,"0,0",,,"39,90",
263,Trup w sanatorium,Marta Matyszczak,Dolnośląskie,Kryminał,polski,"0,0",,,"29,90",
264,Pokuta,Anna Kańtoch,Wydawnictwo Czarne,Kryminał,polski,"4,2","27,90","29,90","34,90",13
265,Dzieci milionerów,Anna Kłodzińska,Ciekawe Miejsca,Kryminał,polski,"0,0",,,"31,30",
266,Złocisty przegrywa,Anna Kłodzińska,Ciekawe Miejsca,Kryminał,polski,"0,0",,,"31,30",
267,I sprawisz że wrócę do prochu,Ambrose Parry,Zysk i S-ka,Kryminał,polski,"0,0",,,"39,90",
268,Pchła,Anna Potyra,Zysk i S-ka,Kryminał,polski,"4,4","28,00","32,95","34,90",15
269,Czerwony lód,Małgorzata Radtke,WasPos,Kryminał,polski,"4,0","39,90","24,99","39,90",
270,Z każdym oddechem,"S. Burke Alafair, Higgins Clark Mary",Prószyński Media,Kryminał,polski,"0,0",,,"38,00",
271,Twoja kolej na śmierć,Peter James,Wydawnictwo Albatros,"Sensacja, thriller, horror",Roy Grace,"4,1","32,00",,"37,89",
272,Czarny Wdowiec,Jacek Ostrowski,Skarpa Warszawska,Kryminał,Seria z papugą,"4,3","32,00",,"37,89",
273,Wyspa,Jonasson Ragnar,Amber,Kryminał,Komisarz Hulda,"3,8","28,00",,"39,80",13
274,Kroki mordercy,Klevisowa Michaela,Stara Szkoła,Kryminał,polski,"0,0",,,"36,00",
275,Siostra Śmierć,Daniel Petr,Wydawnictwo Afera,Kryminał,polski,"3,3","32,00",,"38,00",
276,Błękit błyskawicy,Ann Cleeves,Czwarta Strona,Kryminał,Kwartet szetlandzki,"4,1","31,89",,"39,90",18
277,Polowanie na mordercę,Caine Rachel,Filia,Kryminał,Stillhouse Lake,"4,2","29,90",,"39,90",25
278,Polowanie na Wilka,Vera Eikon,Filia,Kryminał,Między prawami,"4,2","29,90",,"39,90",
279,Łowca smaku,Urszula Ziętek,Manufaktura Słów,Poradniki,polski,"0,0","21,00",,"29,90",
280,55,James Delargy,Świat Książki,Obyczajowe i romanse,polski,"4,1","31,50",,"36,90",
281,Furia,Robert Ziębiński,Świat Książki,Obyczajowe i romanse,polski,"4,1","29,90",,"34,90",
282,Nóż Harry Hole 12,Jo Nesbo,Dolnośląskie,Kryminał,polski,"0,0",,,"42,90",
283,Wołyński gambit,Artur Baniewicz,Znak Horyzont,Kryminał,polski,"0,0",,,"49,90",
284,Witajcie w Puppet Show,M.W. Craven,Filia,Kryminał,polski,"4,4","29,90",,"39,90",12
285,Tryumf postprawdy,Tom Clancy,W.A.B.,Kryminał,polski,"0,0",,,"49,99",
286,Sherlock Holmes Tom 2 Dolina trwogi,Doyle Arthur Conan,Zysk i S-ka,Kryminał,polski,"0,0",,,"49,00",
287,To nie przypadek,Przemysław Semczuk,Rebis,Kryminał,Komisarz Ciszewski,"4,5","29,90",,"34,90",
288,Zbyt blisko,Natalie Daniels,Prószyński i S-ka,Kryminał,polski,"3,6","33,60",,"42,00",
289,Nie szukaj mnie,Clare Mackintosh,Prószyński i S-ka,Kryminał,polski,"4,0","32,00",,"39,99",
290,Szlif,Jeffery Deaver,Prószyński i S-ka,Kryminał,Lincoln Rhyme,"4,2","33,60",,"42,00",11
291,Maigret na wakacjach,Simenon Georges,C&T,Kryminał,polski,"0,0",,,"19,00",
292,80 gramów,Bartoś Jolanta,Białe Pióro,Kryminał,polski,"0,0",,,"36,00",
293,Przecięcie,Wojciech Nerkowski,Filia,Kryminał,polski,"4,2","29,90",,"39,90",
294,Raz dwa trzy giniesz Ty!,Alek Rogoziński,Skarpa Warszawska,Kryminał,polski,"0,0",,,"37,89",
295,Zanim umarłam,S. K. Tremayne,Czarna Owca,Kryminał,polski,"4,0","34,99",,"39,99",
296,Purpurowe rzeki,Jean-Christophe Grange,Sonia Draga,"Sensacja, thriller, horror",polski,"4,4","32,50",,"39,00",
297,Zew nicości,Chattam Maxime,Sonia Draga,"Sensacja, thriller, horror",polski,"4,0","32,50",,"39,90",
298,Materiał ludzki,Piotr Borlik,Prószyński i S-ka,Kryminał,Agata Stec i Artur Kamiński,"4,2","32,00","37,90","39,99",14
299,Gwiazdy Oriona,Aleksander Sowa,Wydawnictwo Lira,Kryminał,polski,"4,5","23,04","25,57","36,99",13
300,Cenny motyw,Małgorzata Rogala,Czwarta Strona,Kryminał,Celina Stefańska,"4,1","29,90",,"36,90",11
301,Porwana przez Jokera Początek,Queen Cara,Psychoskok,Kryminał,polski,"0,0",,,"44,99",
302,W Imię Natury,Jędrzej Pasierski,Wydawnictwo Czarne,Kryminał,polski,"3,9","27,90","29,90","34,90",
303,Szukam tego człowieka,Anna Kłodzińska,Ciekawe Miejsca,Kryminał,polski,"0,0",,,"31,30",
304,Dziwka,Anna Mazurek,Ha!art,Obyczajowe i romanse,polski,"3,3","23,90",,"39,00",
305,Odwet,Vincent V. Severski,Czarna Owca,"Sensacja, thriller, horror",Zamęt,"4,7","39,99","39,99","44,99",29
306,Morderstwo ma motyw,Francis Duncan,Zysk i S-ka,Kryminał,Mordecai Tremaine,"3,7","28,00",,"34,90",
307,Ostra jazda,Ryszard Ćwirlej,Muza,Kryminał,polski,"0,0",,,"42,90",
308,Biały jacht,Adam Nasielski,CM,Kryminał,polski,"0,0",,,"32,80",
309,Przebudzenie zmarłego czasu Powrót,Stefan Darda,Muza,Kryminał,polski,"0,0",,,"39,90",
310,Kryształowi Tom 2 Łatwy hajs,Joanna Opiat-Bojarska,Muza,Kryminał,polski,"0,0",,,"39,90",
311,Przebudzenie zmarłego czasu. Powrót,Stefan Darda,Muza,Kryminał,polski,"0,0",,,"39,90",
312,Miałeś tam nie wracać,Wojciech Wójcik,Zysk i S-ka,Kryminał,polski,"4,2","32,00",,"39,90",
313,Matka,Lynes S.E.,Vesper,Kryminał,polski,"0,0",,,"32,90",
314,Lęki podskórne,Marta Zaborowska,Czarna Owca,Kryminał,polski,"0,0",,,"39,99",
315,"Kłamał, Kłamała",Erin Kelly,Czarna Owca,Kryminał,polski,"3,8","34,99",,"39,99",
316,Gość z Londynu,Zygmunt Zeydler-Zborowski,LTW,Kryminał,polski,"0,0",,,"24,00",
317,Wyspa Camino,John Grisham,Wydawnictwo Albatros,"Sensacja, thriller, horror",polski,"4,0","32,00","37,50","37,50",18
318,Zbrodnia w wyższych sferach,Emma Popik,Rytm,Kryminał,polski,"0,0",,,"27,30",
319,Motyw X,Stefan Ahnhem,Marginesy,Kryminał,Fabian Risk,"4,1","31,91",,"39,90",
320,Szwindel,Jakub Ćwiek,Marginesy,Kryminał,polski,"4,1","31,00","34,90","37,90",
321,Verlaque i Bonnet na tropie Tom 3 Morderstwo w winnicy,Longworth Mary Lou,Smak Słowa,Kryminał,polski,"0,0",,,"39,90",
322,Najwyższa sprawiedliwość,"Hjorth Michael, Rosenfeldt Hans",Czarna Owca,Kryminał,polski,"0,0",,,"39,99",
323,Karmazynowy brzeg,"Preston Douglas, Child Lincoln",Agora,Kryminał,polski,"0,0",,,"39,99",
324,Obsydianowa komnata,"Preston Douglas, Child Lincoln",Agora,Kryminał,polski,"0,0",,,"39,99",
325,Mężczyźni którzy nienawidzą wilków,Lars Lenth,Literackie,Kryminał,polski,"0,0",,,"38,00",
326,K.I.S.S,Tomasz Prusek,Agora,Kryminał,polski,"0,0",,,"36,99",
327,P.I.I.G.S,Tomasz Prusek,Agora,Kryminał,polski,"0,0",,,"36,99",
328,Miłe Natalii początki,Olga Rudnicka,Prószyński i S-ka,Kryminał,Natalii 5,"4,3","30,40",,"38,00",14
329,Escape room,Megan Goldin,Bukowy Las,"Sensacja, thriller, horror",polski,"4,3","34,90",,"39,90",
330,Nóż,Krzysztof Bielecki,PIW - Państwowy Instytut Wydawniczy,Obyczajowe i romanse,polski,"3,0","34,65",,"45,00",
331,Departament Q. 6 Wisząca dziewczyna,Jussi Adler-Olsen,Sonia Draga,Kryminał,polski,"0,0",,,"39,90",
332,Wada,Robert Małecki,Czwarta Strona,Kryminał,Bernard Gross,"4,3","31,89","36,90","39,90",55
333,Szmery,Piotr Bojarski,Czwarta Strona,Kryminał,Zbigniew Kaczmarek,"4,0","31,89",,"39,90",
334,Sprawiedliwy oprawca,Aleksandra Marinina,Czwarta Strona,Kryminał,polski,"3,9","35,90",,"44,90",12
335,Biegacz,Grubich Bartłomiej,Vesper,Kryminał,polski,"0,0",,,"25,90",
336,Perfumy Czarnej Damy,Gaston Leroux,KtoCzyta.pl,Języki obce,Joseph Rouletabille,"2,0","14,90",,"31,30",
337,Niebieskie ptaki Warszawy,Kurnatowski Ludwik M.,Ciekawe Miejsca,Kryminał,polski,"0,0",,,"32,75",
338,Mściciel Opowiadania kryminalne,Ty-ski Adam,Ciekawe Miejsca,Kryminał,polski,"0,0",,,"32,75",
339,Minus trzy,Adam Nasielski,Ciekawe Miejsca,Kryminał,polski,"0,0",,,"32,75",
340,"Morderca na plebanii czyli klasyczna powieść kryminalna o wdowie, zakonnicy i psie",Karolina Morawiecka,Lira Publishing Sp. z o.o.,Kryminał,polski,"0,0",,,"29,99",
341,Glatz,Tomasz Duszyński,Sine Qua Non,Kryminał,polski,"0,0",,,"36,99",
342,Śmierć przychodzi pocztą,Gabhart Ann H.,Dreams,Kryminał,polski,"0,0",,,"39,00",
343,Dzień Matki,Nele Neuhaus,Media Rodzina,Kryminał,Oliver von Bodenstein i Pia Kirchhoff,"4,7","39,90",,"44,90",
344,Lista Lucyfera,Krzysztof Bochus,Skarpa Warszawska,Kryminał,Adam Berg,"4,3","32,00","29,90","37,89",46
345,Furie,Katie Lowe,Czarna Owca,Kryminał,polski,"3,2","29,99",,"34,99",
346,Siła natury,Jane Harper,Czarna Owca,Kryminał,Aaron Falk,"3,7","34,99",,"39,99",
347,Idealna matka,Aimee Molloy,Czarna Owca,Kryminał,polski,"3,6","29,99",,"34,99",
348,Łazarz,Lars Kepler,Dolnośląskie,Kryminał,polski,"0,0",,,"39,90",
349,Las zły,pseudonim Grek,Wydawnictwo Dolnośląskie,Obyczajowe i romanse,polski,"4,0","27,90",,"34,90",
350,Pacjent,Sebastian Fitzek,Amber,"Sensacja, thriller, horror",polski,"4,3","28,00",,"39,80",31
351,Odwyk,Adam Widerski,Initium,Kryminał,polski,"4,2","36,90",,"44,90",11
352,Skradzione dziecko,Kay Sanjida,W.A.B.,Kryminał,polski,"0,0",,,"39,99",
353,Trauma,Max Czornyj,Filia,Kryminał,Komisarz Eryk Deryło,"4,4","29,90",,"39,90",19
354,Blizna,Sharon Bolton,Amber,Kryminał,polski,"0,0",,,"44,80",
355,Odwróceni,"Pytlakowski Piotr, Kowalewski Artur",Rebis,Kryminał,polski,"0,0",,,"39,90",
356,Nadchodzę,Paweł Rynkiewicz,Poligraf,Kryminał,polski,"3,0","29,00",,"35,00",
357,Nagranie,Małgorzata Falkowska,Wydawnictwo Kobiece,Kryminał,polski,"3,7","26,90",,"36,90",
358,(Nie)Sława,Kasia Magiera,Melanż,Obyczajowe i romanse,polski,"3,6","36,99",,"42,00",30
359,Dziewczyna o czterech palcach,Marek Krajewski,Znak,Kryminał,polski,"0,0",,,"39,90",
360,Galeria umarłych,Chris Carter,Sonia Draga,"Sensacja, thriller, horror",Robert Hunter,"4,5","33,50","35,90","39,90",13
361,Raj,Marta Guzowska,Marginesy,Kryminał,polski,"3,7","31,91",,"39,90",
362,Śmiertelne wyliczanki Chodzi lisek koło drogi,Hanna Greń,Replika,Kryminał,polski,"0,0",,,"39,90",
363,Betonowa blondynka,Michael Connelly,Sonia Draga,"Sensacja, thriller, horror",Harry Bosch,"4,4","33,50",,"39,90",
364,Perfekcyjne kłamstwo,Minka Kent,Filia,Kryminał,polski,"3,9","29,90",,"39,90",14
365,Siostrzyczka,CHANDLER RAYMOND,C&T,Kryminał,polski,"0,0",,,"28,00",
366,Zostań w domu,Agnieszka Pietrzyk,Czwarta Strona,Kryminał,polski,"4,1","29,90",,"36,90",76
367,Seryjni mordercy,Stukan Jarosław,Aktywa,Kryminał,polski,"0,0",,,"45,00",
368,Zło,Artur Nowak,Od deski do deski,Kryminał,polski,"0,0",,,"36,00",
369,Dziewczyna kłamcy,Howard Catherine Ryan,Świat Książki,Kryminał,polski,"0,0",,,"36,90",
370,"Czy pamiętasz, Anais?",Michel Bussi,Świat Książki,"Sensacja, thriller, horror",polski,"3,6","27,90",,"32,90",
371,Kiedyś Cię odnajdę,Małgorzata Rogala,Skarpa Warszawska,Kryminał,polski,"4,5","31,00",,"36,90",11
372,Trzeci gang,Anna Kłodzińska,Ciekawe Miejsca,Kryminał,polski,"0,0",,,"31,30",
373,Sprawa Floriana Kniotka,Piotr Świątkowski,Vesper,Kryminał,polski,"0,0",,,"29,90",
374,Zbrodnia na Cyrhli Toporowej,Zygmunt Zeydler-Zborowski,LTW,Kryminał,polski,"0,0",,,"25,00",
375,Dwunasta karta,Jeffery Deaver,Prószyński i S-ka,Kryminał,Lincoln Rhyme,"4,4","33,60",,"42,00",
376,Klub Domino,Allen Upward,Zysk i S-ka,Obyczajowe i romanse,polski,"3,7","24,00",,"29,90",
377,Drapieżcy,Daria Orlicz,HarperCollins,Kryminał,Stracone dusze,"4,0","29,99",,"38,99",
378,Głęboki grób,Mick Finlay,HarperCollins,Kryminał,Arrowood Mystery,"3,4","29,99",,"38,99",
379,Dziewczyna w ciemności,Marion Pauw,Amber,"Sensacja, thriller, horror",polski,"4,3","28,00",,"39,80",
380,Bella Donna Nowe śledztwa Klary Schulz,Nadia Szagdaj,Dragon,Kryminał,polski,"0,0",,,"34,95",
381,Zauroczenie,Donna Leon,Wydawnictwo Literackie/Oficyna Literacka Noir sur Blanc,Obyczajowe i romanse,Komisarz Brunetti,"3,8","21,00",,"29,00",
382,Odbiorę ci wszystko,Ruth Lillegraven,Wielka Litera,Kryminał,polski,"4,1","32,90","32,90","39,90",
383,Siedem śmierci Evelyn Hardcastle,Stuart Turton,Wydawnictwo Albatros,"Sensacja, thriller, horror",polski,"4,1","36,00","42,90","42,90",46
384,Ostatni policjant Część 3 Utracony świat,Winters Ben H.,RM,Kryminał,polski,"0,0",,,"34,99",
385,Druga twarz,Mari Jungstedt,Bellona,Kryminał,polski,"4,2","29,50",,"34,90",
386,Szklany las,Cynthia Swanson,Wydawnictwo Kobiece,Kryminał,polski,"4,2","29,90",,"39,90",
387,"Człowiek, który umarł",Antti Tuomainen,Wydawnictwo Albatros,Kryminał,polski,"3,6","31,00",,"36,90",
388,Gambit,Maciej Siembieda,Agora,Kryminał,polski,"0,0",,,"39,99",
389,Zupełnie normalna rodzina,Edvardsson M. T.,Znak Literanova,Kryminał,polski,"0,0",,,"44,90",
390,Złota klatka,Camilla Läckberg,Czarna Owca,"Sensacja, thriller, horror",Zapomniany ogród,"4,3","34,99","34,99","39,99",201
391,Uwięzieni,Immergut Debra Jo,Czarna Owca,Kryminał,polski,"0,0",,,"34,99",
392,Nasz mały sekret,Roz Nay,Czarna Owca,Kryminał,polski,"3,2","24,99",,"29,99",
393,The feed,Windo Nick Clark,Czarna Owca,Kryminał,polski,"0,0",,,"36,99",
394,Kata,Steinar Bragi,Wydawnictwo Literackie/Oficyna Literacka Noir sur Blanc,Obyczajowe i romanse,polski,"3,4","29,90",,"39,90",
395,Nasze małe kłamstwa,Sue Watson,Filia,Kryminał,polski,"4,1","29,90",,"39,90",14
396,Kto mieszka za ścianą?,Cara Hunter,Filia,Kryminał,polski,"4,2","29,90",,"39,90",16
397,Z zimną krwią,Robert Bryndza,Filia,Kryminał,DCI Erika Foster,"4,2","29,90",,"39,90",
398,Idealne małżeństwo,Kimberly Belle,Filia,"Sensacja, thriller, horror",polski,"4,2","29,90",,"39,90",45
399,Giełda milionerów,Mariusz Koperski,Muza,Kryminał,polski,"5,0","31,90",,"39,90",
400,Seria z Emilem Żądło 4 Pamiętaj o śmierci,Anna Klejzerowicz,Replika,Kryminał,polski,"0,0",,,"34,90",
401,Umorzenie,Remigiusz Mróz,Czwarta Strona,Kryminał,Joanna Chyłka,"4,4","31,89","39,90","39,90",191
402,Pan z pieskiem,Simenon Georges,C&T,Kryminał,polski,"0,0",,,"19,00",
403,Trans,Krzysztof Domaradzki,Czarna Owca,Kryminał,Komisarz Tomek Kawęcki,"3,9","34,99","34,99","39,99",
404,Oczami Alexandry,Natasha Bell,Czarna Owca,Kryminał,polski,"3,3","31,99",,"36,99",
405,Uczeń,"Hjorth Michael, Rosenfeldt Hans",Czarna Owca,Kryminał,polski,"0,0",,,"39,90",
406,Boska proporcja,Piotr Borlik,Prószyński i S-ka,Kryminał,Agata Stec i Artur Kamiński,"3,9","32,00","37,90","39,99",20
407,Mroczna Moskwa Trylogia,"Grebe Camilla, Leander-Engstrom Paul",Sonia Draga,Kryminał,polski,"0,0",,,"79,90",
408,W walce z Arseniuszem Lupinem,Romański Marek,CM,Kryminał,polski,"0,0",,,"32,80",
409,Otchłań ciągnie,Otto Stemin,KtoCzyta.pl,Języki obce,polski,"0,0","14,90",,"32,80",
410,Niebezpieczne poszlaki,Bachrach Daniel,CM,Kryminał,polski,"0,0",,,"29,90",
411,Ostatnia gra Normana Kinga,Różański Zenon,CM,Kryminał,polski,"0,0",,,"32,80",
412,Śmierć w blasku fleszy,Alek Rogoziński,Edipresse Książki,"Sensacja, thriller, horror",polski,"3,9","27,90",,"39,90",12
413,Sieć,Lilja Sigurdardóttir,Wydawnictwo Kobiece,Kryminał,polski,"0,0",,,"34,90",
414,Ojciec Brown Księga wszystkich spraw,Gilbert Keith Chesterton,Replika,Kryminał,polski,"0,0",,,"59,90",
415,W potrzasku,Kerry Wilkinson,Wydawnictwo Dragon,"Sensacja, thriller, horror",polski,"3,7","19,99",,"34,95",
416,Nad Śnieżnymi Kotłami,Krzysztof Koziołek,Akurat,Kryminał,polski,"3,0","31,90",,"39,90",
417,Pani Henryka i morderstwo w autokarze,Katarzyna Gurnard,Wydawnictwo Lira,Kryminał,Pani Henryka,"4,0","17,06","25,57","29,99",
418,Krok w ciemność,Małgorzata Kochanowicz,Wydawnictwo Lira,Kryminał,polski,"4,2","23,04",,"36,99",
419,Eva,Arturo Perez-Reverte,Znak,Kryminał,polski,"0,0",,,"44,90",
420,Perfect victim,Corrie Jackson,W.A.B.,Kryminał,polski,"0,0",,,"39,99",
421,Cienie Nowego Orleanu,Maciej Lewandowski,Uroboros,Kryminał,polski,"0,0",,,"39,99",
422,Gra w oczko,Grzegorz Kalinowski,Skarpa Warszawska,Kryminał,polski,"4,1","36,90",,"36,90",
423,Koniec scenarzystów,Wojciech Nerkowski,Czwarta Strona,Kryminał,polski,"3,8","27,90",,"34,90",
424,Wdowinek,Anna Fryczkowska,Świat Książki,"Sensacja, thriller, horror",polski,"4,1","29,90",,"34,90",
425,Miasto upadłych Amos Decker 4,David Baldacci,Dolnośląskie,Kryminał,polski,"0,0",,,"39,90",
426,Trzynasty dzień tygodnia,Ryszard Ćwirlej,Muza,Kryminał,Milicjanci z Poznania,"4,3","34,30",,"42,90",
427,Ktoś kto mnie kocha,Mari Jungstedt,Bellona,Kryminał,polski,"4,2","29,50",,"34,90",
428,Dom tajemnic,Kostecki Tadeusz,LTW,Kryminał,polski,"0,0",,,"25,00",
429,Kryminalne przypadki Matyldy,Bożena Mazalik,Zysk i S-ka,Kryminał,polski,"3,9","30,00","25,57","37,90",
430,Ślepiec,Max Czornyj,Filia,Kryminał,Liza Langer i Orest Rembert,"4,0","29,90",,"39,90",48
431,Mój ojciec jest mordercą,Caine Rachel,Filia,Kryminał,Stillhouse Lake,"4,4","29,90",,"39,90",14
432,Tylko niewinni,Rachel Abbott,Filia,Kryminał,Tom Douglas,"4,4","29,90",,"39,90",23
433,Złodziej zaginionego obrazu,Massimo Nava,Esteri,Kryminał,polski,"0,0",,,"44,00",
434,Czerwień kości,Ann Cleeves,Czwarta Strona,Kryminał,Kwartet szetlandzki,"4,1","31,90",,"39,90",12
435,Metoda Krokodyla,de Giovanni Maurizio,Muza,Kryminał,polski,"0,0",,,"37,00",
436,Mroczni ludzie,Jens Henrik Jensen,Helion,Kryminał,polski,"0,0",,,"39,90",
437,Nie pozwól mu odejść,Kathryn Croft,Burda Książki,Kryminał,polski,"4,1","31,00",,"39,90",11
438,Obsesja,Burton Tara Isabella,Czarna Owca,Kryminał,polski,"0,0",,,"36,99",
439,W pułapce pamięci,David Baldacci,Dolnośląskie,Kryminał,polski,"0,0",,,"39,90",
440,Wybawiciel,Jo Nesbo,Wydawnictwo Dolnośląskie,Kryminał,Harry Hole,"4,5","27,92","32,00","39,90",15
441,Morderstwo w hotelu Kattowitz,Marta Matyszczak,Dolnośląskie,Kryminał,polski,"0,0",,,"29,90",
442,Kamienna małpa,Jeffery Deaver,Prószyński i S-ka,Kryminał,Lincoln Rhyme,"4,2","31,90",,"39,99",
443,Nietykalny,Marek Stelar,Filia,Kryminał,Suder,"4,4","29,90",,"39,90",13
444,Punkt widzenia,Małgorzata Rogala,Czwarta Strona,Kryminał,Agata Górska i Sławek Tomczyk,"4,5","29,90",,"36,90",19
445,Lekarz obłąkanych Tom 2,de Montépin Xavier,Dragon,Kryminał,polski,"0,0",,,"34,95",
446,Lekarz obłąkanych Tom 1,Montepin Xavier,Dragon,Kryminał,polski,"0,0",,,"39,95",
447,To nie jest amerykański film,Nadia Szagdaj,Wydawnictwo Dragon,Kryminał,polski,"4,3","24,95",,"34,95",
448,Dobry gliniarz,"Campisi Charles, Dillow Gordon",Dragon,Kryminał,polski,"0,0",,,"39,95",
449,Pocałunek kata,Mons Kallentoft,Rebis,Kryminał,Komisarz Malin Fors,"3,5","37,90",,"44,90",
450,Ścigana,Lisa Harris,Dreams,"Sensacja, thriller, horror",Akta Nikki Boyd,"3,7","25,53",,"34,90",
451,Bezbronne,Taylor Adams,Otwarte,Kryminał,polski,"0,0",,,"39,90",
452,Wilk na rzeź,Ruth Rendell,Replika,Kryminał,polski,"0,0",,,"34,90",
453,Smycz,Michał Łowicz,Rytm,Kryminał,polski,"0,0",,,"24,99",
454,Ten jeden dzień,Kaira Rouda,W.A.B.,Kryminał,polski,"0,0",,,"39,99",
455,Papierowe duchy,Julia Heaberlin,W.A.B.,Kryminał,polski,"0,0",,,"39,99",
456,Ukryta sieć Cokolwiek wybierzesz Tom 1,Jakub Szamałek,W.A.B.,Kryminał,polski,"0,0",,,"39,99",
457,Pójdę twoim śladem,Ryszard Ćwirlej,Czwarta Strona,Kryminał,Antoni Fischer,"4,5","31,90",,"39,90",
458,Ghostwriter,Alessandra Torre,Wydawnictwo Kobiece,Kryminał,polski,"4,0","29,90",,"39,90",
459,Człowiek z Lasu,Phoebe Locke,Czarna Owca,Kryminał,polski,"3,6","29,99",,"34,99",
460,Zła krew,Zoje Stage,Czarna Owca,Kryminał,polski,"4,2","31,99",,"36,99",
461,Pies Baskerville’ów. Angielski z Arthurem Conanem Doylem.,"Conan Doyle Arthur Ignatius, Frank Ilya",NKB,Kryminał,polski,"0,0",,,"59,90",
462,Teodozja i cień zabójcy,Śliwa Zuza,CM,Kryminał,polski,"0,0",,,"34,15",
463,Człowiek-Jatka,Frender Igor,CM,Kryminał,polski,"0,0",,,"39,90",
464,Detektyw Murdoch Spuśćmy psy,Jennings Maureen,Oficynka,Kryminał,polski,"0,0",,,"40,01",
465,Dziki Hufiec,Fred Vargas,Sonia Draga,"Sensacja, thriller, horror",Komisarz Adamsberg,"4,2","33,50",,"39,90",
466,Sekrety i śmierć,J. D. Robb,Prószyński i S-ka,Kryminał,In Death | Oblicza śmierci,"4,1","30,40",,"38,00",
467,Rodzanice,Katarzyna Puzyńska,Prószyński i S-ka,Kryminał,Lipowo,"4,3","31,90","37,90","39,90",42
468,Zaginięcie Chyłka Tom 2,Remigiusz Mróz,Czwarta Strona,Kryminał,polski,"0,0",,,"39,90",
469,Roztopy,Jędrzej Pasierski,Wydawnictwo Czarne,Kryminał,Nina Warwiłow,"4,2","27,90","29,90","34,90",29
470,Połów,Ove Løgmansbø,Wydawnictwo Dolnośląskie,Kryminał,Vestmanna ,"4,3","28,00","35,00","35,00",12
471,Enklawa,Ove Løgmansbø,Wydawnictwo Dolnośląskie,Kryminał,Vestmanna ,"4,1","28,00","35,00","35,00",11
472,Maszkary,Piwowarczyk Andrzej,CM,Kryminał,polski,"0,0",,,"32,80",
473,Sidła,Grażyna Bacewicz,Polskie Wydawnictwo Muzyczne,Kryminał,polski,"0,0","15,00",,"22,00",
474,Kod Kathariny,Horst Jorn Lier,Smak Słowa,Kryminał,polski,"0,0",,,"39,99",
475,Wiara miłość śmierć,"Gallert Peter, Reiter Jörg",Initium,Kryminał,polski,"0,0",,,"34,90",
